2120	1416	2688	1
1993	1173	2669	1
1981	1100	2638	1
2123	1058	2624	1
2129	1042	2626	1
1985	997	2615	1
2000	1017	2627	1
2155	919	2520	1
1959	1095	2706	1
2020	900	2523	1
2172	951	2535	1
2185	951	2505	1
2163	912	2461	1
2152	929	2506	1
2007	913	2528	1
2001	963	2596	1
1439	1379	1384	1
1542	2463	1194	1
1655	2518	1186	1
1580	1502	1626	1
1496	2095	1301	1
1833	2390	1070	1
1842	2454	1102	1
1810	1940	1969	1
1700	2048	1181	1
1887	2166	2158	1
1749	1906	1218	1
1885	2098	2164	1
1771	1846	1279	1
1886	2277	2065	1
1944	2248	2001	1
1663	2172	1273	1
1895	2282	2076	1
1891	2233	2097	1
1934	2124	2150	1
1529	2424	1213	1
624	878	1314	1
746	565	1739	1
729	1146	1787	1
720	1109	1776	1
729	1122	1792	1
832	1159	1737	1
687	1829	640	1
697	1836	669	1
712	1040	1791	1
803	1012	1762	1
715	1072	1759	1
781	396	1652	1
697	1702	734	1
685	951	1239	1
682	1034	1116	1
676	1032	1159	1
761	411	1688	1
751	448	1717	1
669	835	1304	1
711	585	1718	1
513	510	267	1
493	509	265	1
488	488	457	1
486	474	309	1
507	392	299	1
472	484	257	1
473	489	253	1
480	426	385	1
487	327	401	1
470	442	321	1
465	425	277	1
511	454	268	1
456	448	252	1
484	480	447	1
516	478	399	1
504	481	346	1
496	484	336	1
483	484	402	1
492	514	261	1
475	487	348	1
338	341	239	1
330	298	260	1
336	295	263	1
325	285	263	1
313	281	267	1
338	337	241	1
335	326	238	1
338	324	240	1
306	267	284	1
332	276	286	1
333	268	284	1
330	287	274	1
329	257	289	1
331	289	273	1
314	276	267	1
298	258	264	1
322	279	257	1
303	231	290	1
331	289	256	1
290	234	302	1
888	774	861	1
980	940	1089	1
1195	937	974	1
1115	876	989	1
1151	1020	1083	1
895	906	998	1
1142	1158	1151	1
904	1446	1017	1
812	770	859	1
1032	1521	997	1
1312	508	1753	1
1178	892	1916	1
1053	1556	1922	1
1159	743	1880	1
1328	492	1716	1
1060	1436	1247	1
1067	1462	1247	1
962	2076	1043	1
1229	969	2033	1
1370	550	1731	1
1380	510	1727	1
1152	763	1970	1
1347	505	1688	1
984	1319	2031	1
1053	1007	1470	1
1056	977	1483	1
929	1240	1281	1
1046	1110	1317	1
1053	1136	1348	1
1027	1450	1884	1
1449	695	1119	1
1365	560	1218	1
1377	561	1192	1
1365	542	1248	1
1377	542	1248	1
1388	458	1338	1
1388	567	1292	1
1383	559	1313	1
1376	546	1291	1
1396	533	1297	1
1221	423	1589	1
1234	809	1061	1
1368	564	1275	1
1213	789	1099	1
1245	786	1109	1
1331	747	1119	1
1223	803	1088	1
1243	889	1008	1
1233	848	1050	1
1380	701	1141	1
591	1081	990	1
622	842	2011	1
668	2191	1184	1
639	934	1970	1
639	896	1971	1
638	910	1989	1
629	911	2007	1
661	1784	2182	1
856	588	2256	1
856	547	2291	1
630	1103	2169	1
651	2325	1232	1
831	484	2300	1
593	1027	1038	1
595	1021	1038	1
599	1013	1026	1
449	396	1848	1
582	381	1846	1
472	391	1825	1
498	360	1739	1
1497	1378	1411	1
1818	1359	2353	1
1871	797	2680	1
1759	723	2670	1
1934	913	2619	1
1943	822	2635	1
1767	763	2548	1
1889	810	2480	1
2038	1514	2694	1
1870	1470	2583	1
1726	656	2621	1
1554	1108	2481	1
1679	606	2545	1
1480	1369	1596	1
1490	1360	1552	1
1571	1313	1623	1
1566	1311	1653	1
1639	1302	1600	1
1583	1297	1657	1
1659	1299	1779	1
471	355	555	1
362	465	464	1
464	417	433	1
415	414	428	1
373	384	464	1
396	363	469	1
410	368	460	1
407	360	464	1
403	334	500	1
410	332	502	1
404	353	480	1
480	346	559	1
399	340	496	1
478	374	548	1
471	359	558	1
459	436	483	1
395	509	437	1
387	440	539	1
353	422	557	1
325	617	420	1
1451	1914	1924	1
1358	2288	2247	1
1367	2203	2258	1
1441	2646	1063	1
1440	1265	2482	1
1352	1647	1574	1
1365	1646	1725	1
1314	2138	1956	1
1403	2605	1021	1
1429	2656	1110	1
1311	1383	1852	1
1393	2637	1241	1
1340	1839	2024	1
1165	2221	1508	1
1547	1842	2038	1
1409	2620	1396	1
1190	1905	1033	1
1145	2365	1338	1
1376	2670	1006	1
1343	1990	1840	1
1843	636	1922	1
1717	530	1934	1
1683	584	1920	1
1616	1361	1624	1
1752	699	2024	1
1745	708	1892	1
1741	675	1873	1
1631	1466	1506	1
1635	1468	1532	1
1631	1496	1581	1
1642	1479	1552	1
2110	682	1908	1
1773	664	1966	1
2310	641	1851	1
1886	556	1720	1
1863	620	1712	1
2015	646	1739	1
1895	646	1733	1
1914	570	1718	1
1926	519	1758	1
1066	1478	1040	1
1368	1884	1275	1
1341	1864	1603	1
915	787	603	1
1135	1728	1117	1
1154	1778	1298	1
1051	1505	1050	1
1062	1506	1050	1
1094	1520	1026	1
769	654	556	1
1384	1772	1151	1
784	496	931	1
795	688	1339	1
787	672	1303	1
784	626	1251	1
699	686	1212	1
796	718	1285	1
742	746	1278	1
708	569	924	1
684	544	883	1
693	549	917	1
760	577	879	1
748	592	985	1
803	803	787	1
696	690	1387	1
697	688	1385	1
798	724	1439	1
812	743	1467	1
860	736	1449	1
842	683	1442	1
1841	1307	1809	1
1704	1727	2389	1
1822	1414	2108	1
1820	1408	2094	1
1630	1840	2209	1
1580	1777	2333	1
1577	1834	2293	1
1592	1828	2191	1
1754	1422	2190	1
1542	1453	2149	1
1527	1609	2133	1
1994	1375	1858	1
1551	1821	2299	1
1866	1319	1928	1
1819	1369	1912	1
1625	1577	2387	1
1811	1357	1883	1
1783	1344	1852	1
1718	1728	2400	1
1627	1730	2374	1
881	1481	1252	1
873	1377	1367	1
954	1536	971	1
902	1489	1222	1
920	1428	1235	1
850	1339	1214	1
848	1447	1191	1
839	1423	1188	1
813	1428	1181	1
822	1425	1181	1
933	1345	740	1
831	1416	1180	1
876	1108	907	1
899	1123	911	1
995	1058	612	1
867	1090	959	1
925	801	1026	1
606	869	640	1
796	823	624	1
622	503	566	1
712	608	568	1
626	503	564	1
692	659	550	1
622	496	555	1
714	663	545	1
697	656	539	1
698	581	555	1
697	574	544	1
702	580	542	1
702	571	539	1
620	384	562	1
705	580	541	1
630	516	565	1
699	522	563	1
680	531	564	1
640	528	563	1
664	519	569	1
642	514	565	1
657	514	567	1
1519	938	2289	1
1681	806	2233	1
1616	857	2351	1
1664	1548	2280	1
1658	958	2278	1
1814	1027	2386	1
1646	1203	1853	1
1679	1082	2027	1
1628	1099	2371	1
1747	1792	2269	1
1613	1621	2323	1
1541	1730	2476	1
1528	1845	2140	1
2038	1160	2188	1
2051	1166	2178	1
1639	1539	2495	1
1646	1665	2520	1
1806	788	2161	1
1694	1064	2293	1
1645	744	2155	1
844	1242	1235	1
881	1715	1367	1
949	1477	1732	1
888	1254	1377	1
825	1127	1526	1
760	1172	1496	1
880	1391	1213	1
796	1162	1455	1
788	1334	1225	1
749	1157	1390	1
754	1150	1364	1
813	1033	1085	1
745	1170	1386	1
837	1071	1065	1
833	1069	1039	1
809	1055	1043	1
892	1244	1098	1
902	1406	1238	1
780	1446	1482	1
797	1876	1293	1
1225	1653	1302	1
1253	1962	1374	1
1351	2041	1607	1
1133	2029	1597	1
1393	1986	1505	1
1260	1997	1538	1
1258	2015	1492	1
1244	1974	1478	1
1113	1988	1502	1
1189	1933	1414	1
1232	1823	1322	1
1197	1648	1259	1
1185	1919	1446	1
1215	1666	1303	1
1214	1668	1308	1
1144	1742	1261	1
1237	1674	1343	1
627	663	649	1
641	678	673	1
1040	1044	1041	1
690	417	621	1
575	543	532	1
492	582	541	1
474	607	516	1
524	555	512	1
595	485	554	1
539	522	406	1
549	498	461	1
593	498	500	1
562	500	529	1
546	557	570	1
705	541	566	1
582	575	576	1
719	686	558	1
728	572	558	1
728	621	546	1
699	673	536	1
678	549	598	1
614	535	421	1
606	588	548	1
2208	822	2256	1
1918	492	2490	1
1833	787	2569	1
1873	489	2556	1
1774	497	2534	1
1927	482	2487	1
1968	507	2537	1
1844	508	2551	1
1937	869	2578	1
1880	554	2568	1
1914	549	2554	1
1804	911	2398	1
1982	502	2499	1
1896	1747	2443	1
2148	643	2407	1
2188	848	2211	1
2294	779	2245	1
2071	534	2369	1
2062	511	2360	1
2049	565	2358	1
557	543	583	1
549	522	574	1
554	529	562	1
562	544	565	1
542	540	548	1
531	512	536	1
550	457	562	1
518	439	561	1
498	467	554	1
559	437	559	1
522	413	568	1
570	549	543	1
521	512	546	1
602	388	541	1
576	379	542	1
526	389	540	1
569	537	586	1
630	595	547	1
627	563	548	1
611	536	551	1
1012	1320	1222	1
4924	1100	1368	1
1088	789	833	1
1111	852	851	1
1199	1530	1155	1
5321	923	1154	1
598	636	558	1
886	1010	958	1
940	1043	1044	1
1491	892	1708	1
1568	987	1749	1
1095	1388	1032	1
1540	1191	1384	1
1122	1393	1003	1
1042	1285	724	1
1123	1400	1039	1
938	1379	1175	1
507	505	515	1
1205	1564	1038	1
1243	1572	1321	1
1111	1541	939	1
1386	1984	1507	1
1570	2019	1866	1
1742	1757	2154	1
1702	1863	2062	1
1409	1217	2039	1
1690	1507	2088	1
1617	1736	1915	1
1592	1810	1831	1
1274	1616	1499	1
1382	1945	1828	1
1169	1632	967	1
1459	1530	1887	1
1147	1647	964	1
1124	1651	923	1
1109	1623	847	1
1138	1659	903	1
1175	1474	1069	1
1140	1724	913	1
1490	1740	848	1
984	874	1709	1
704	1527	1083	1
829	1979	646	1
877	1590	1339	1
867	1862	1030	1
1030	1680	1776	1
1089	1647	1708	1
772	2117	651	1
869	2011	949	1
856	1967	681	1
709	1531	1163	1
774	1774	1075	1
778	1570	1007	1
718	1707	1038	1
788	1789	941	1
665	1743	1123	1
770	1736	1062	1
449	484	283	1
438	465	242	1
464	458	425	1
406	513	263	1
422	460	236	1
441	455	226	1
411	462	235	1
442	463	251	1
455	469	246	1
460	451	414	1
441	509	281	1
560	400	422	1
464	510	274	1
450	479	267	1
432	498	279	1
562	412	430	1
454	521	317	1
459	494	274	1
445	512	245	1
413	465	231	1
1985	2170	1772	1
725	967	841	1
768	999	875	1
1912	2432	1993	1
1801	2347	1718	1
2023	2210	1717	1
1994	2178	1759	1
1500	1264	1081	1
1529	1314	1136	1
1519	2181	1588	1
1542	2169	1582	1
1827	2108	1717	1
1654	2365	2037	1
1949	2112	1753	1
1996	2130	1796	1
1964	1967	1500	1
1884	1833	1458	1
1768	1791	1394	1
1764	1838	1391	1
1448	1249	1254	1
604	687	464	1
1128	631	1238	1
852	494	1211	1
1140	621	1197	1
1168	647	1212	1
914	835	1316	1
884	946	1365	1
725	851	1205	1
754	815	1181	1
934	784	1318	1
953	768	1297	1
620	978	797	1
960	753	1276	1
632	936	550	1
626	943	563	1
806	647	876	1
652	621	603	1
977	686	1020	1
936	1043	1448	1
1055	690	1307	1
551	988	291	1
663	1254	462	1
592	301	1399	1
628	1206	914	1
623	1175	932	1
573	1062	761	1
670	705	1166	1
639	1201	486	1
366	711	262	1
552	742	616	1
479	931	196	1
544	981	297	1
481	1291	552	1
554	959	300	1
554	980	294	1
555	1004	279	1
559	1032	276	1
475	850	435	1
606	496	1270	1
451	470	317	1
972	1626	1161	1
651	839	754	1
1128	1073	1142	1
1316	2070	1161	1
1281	2099	1300	1
1235	2160	1457	1
1245	2134	1476	1
1141	1812	1731	1
1161	2037	1536	1
1128	1827	1399	1
1156	2017	1551	1
930	1547	1169	1
1163	2037	1477	1
1022	1365	965	1
909	1121	1099	1
1008	1382	1070	1
974	1456	1027	1
1015	1448	813	1
842	1425	1105	1
630	788	719	1
1005	1284	910	1
1113	899	1545	1
1000	1501	1482	1
1062	1595	1278	1
1020	1468	1537	1
1070	1549	1312	1
1096	1523	1290	1
1041	1501	1253	1
1024	1501	1203	1
1066	1491	1471	1
1071	1546	1475	1
1002	1269	908	1
1060	1586	1436	1
1001	1277	917	1
1014	1264	923	1
931	1244	917	1
987	1000	998	1
1140	963	1132	1
1167	1106	1370	1
507	790	623	1
490	660	687	1
1222	1464	1094	1
1289	1463	1124	1
1276	1523	1070	1
1352	1447	1200	1
1328	1478	1137	1
1349	1471	1084	1
1345	1451	1046	1
1337	1468	1060	1
1309	1441	1262	1
1286	1495	1176	1
824	994	1063	1
1290	1507	1181	1
997	1044	492	1
962	1160	535	1
1019	1145	526	1
529	363	405	1
1017	1213	1017	1
1046	1314	875	1
1036	932	874	1
599	437	614	1
581	553	546	1
595	688	419	1
573	539	592	1
552	529	485	1
542	524	424	1
500	428	551	1
541	573	434	1
573	456	628	1
623	688	485	1
584	526	530	1
492	379	589	1
533	414	564	1
571	424	626	1
630	421	635	1
563	439	636	1
581	340	621	1
660	560	622	1
584	393	651	1
675	591	627	1
952	1268	743	1
1352	1834	1352	1
2108	1276	1413	1
853	1524	1298	1
904	1700	1832	1
871	1609	1562	1
947	1575	1757	1
565	1604	1366	1
552	1601	1361	1
630	1118	1092	1
417	599	1037	1
983	1246	714	1
407	593	1012	1
968	1248	741	1
817	1341	935	1
830	1354	930	1
540	1235	1236	1
1957	1309	1316	1
941	842	765	1
1135	1585	1120	1
2178	1997	1907	1
1678	2004	1734	1
1970	2233	1896	1
2087	1990	2252	1
1966	2260	2069	1
2345	2715	2359	1
2073	2453	2053	1
2146	2529	2291	1
2271	2454	2629	1
1918	2136	1834	1
1985	2399	1956	1
1846	2156	1934	1
1644	1745	2034	1
7872	2663	2175	1
1789	2254	1960	1
1930	2430	2352	1
2057	2683	2252	1
1685	2044	2099	1
1789	1970	2080	1
1753	2058	2251	1
1933	2219	2226	1
1737	1926	2008	1
1669	1982	1914	1
1771	2091	2106	1
1683	1968	1873	1
1771	2242	1977	1
1835	2013	2083	1
2069	1989	2116	1
47	369	263	1
2039	2521	2263	1
1478	2066	1668	1
6163	1790	2226	1
2284	2553	2158	1
323	486	152	1
2218	1855	1610	1
1806	1726	1777	1
2063	2351	1656	1
1940	2134	1680	1
2050	2202	1490	1
2161	2482	1893	1
1749	2269	1709	1
1590	1963	1356	1
2055	2650	1810	1
1748	1974	1688	1
2040	2286	1486	1
1797	2346	1345	1
1987	2455	1765	1
1957	2361	1863	1
2272	2507	1951	1
2134	2225	1956	1
1826	1903	2018	1
1927	2336	1565	1
2040	2200	1996	1
2052	2315	1529	1
2312	2810	2102	1
1974	2477	1532	1
2006	2166	1872	1
1633	1902	1830	1
1741	1855	2205	1
1668	1919	1920	1
1755	2003	2408	1
1635	1815	1886	1
1262	1504	1131	1
1737	1807	1958	1
1672	2106	2020	1
1722	2114	1856	1
1835	2492	2376	1
5794	2188	1624	1
2004	2714	2546	1
1442	2717	2092	1
2249	2392	2426	1
1017	1619	1161	1
1887	2319	2093	1
1735	2325	2134	1
1748	2339	2300	1
1925	2273	2145	1
1787	2289	2186	1
1551	595	871	1
1830	2289	1840	1
1642	2129	2052	1
1842	2237	1927	1
1716	2135	2034	1
1597	1963	1798	1
1657	2018	1746	1
1703	1931	2091	1
2170	2196	2317	1
1818	2238	2136	1
1786	2055	1966	1
1647	2311	2065	1
1971	2462	2585	1
1724	2078	1809	1
1800	2328	2244	1
1895	2241	2015	1
1709	1970	2147	1
1983	2405	2169	1
2071	2369	1669	1
2097	2140	1952	1
2276	2724	1980	1
2120	2479	2042	1
2032	2094	1958	1
2100	2688	2158	1
2097	2225	1768	1
2229	2448	1818	1
2168	2593	1919	1
2311	1896	1824	1
1850	2216	1587	1
2275	2633	1830	1
2012	2494	1884	1
1884	1834	1742	1
2260	2524	1903	1
2119	2494	2020	1
7548	2342	2263	1
1837	2056	1797	1
2526	2856	2336	1
2090	2316	1930	1
1795	2222	1735	1
1770	2208	1780	1
1294	740	947	1
2467	2569	2793	1
1650	2430	1529	1
1823	2298	1663	1
2036	2280	1658	1
2106	2344	2119	1
1623	2221	1626	1
1822	1735	1934	1
1961	2214	1977	1
1883	2074	1640	1
2092	2590	2057	1
1991	2448	1921	1
1868	2211	1886	1
1694	2213	1754	1
2042	2116	2412	1
1746	2223	2009	1
1969	2510	2002	1
1531	1926	1764	1
1774	2292	1819	1
1746	2120	1867	1
1937	1963	2269	1
1710	2208	1875	1
2099	2518	2046	1
2129	2204	2340	1
2197	2519	2378	1
2336	2446	2473	1
2580	2673	2698	1
2205	2393	2347	1
2209	2357	2576	1
2179	2329	2316	1
1944	2191	2095	1
1524	2343	2141	1
2291	2215	2176	1
2211	2631	2608	1
2228	2335	2476	1
2130	2148	2569	1
2128	2354	2169	1
2238	2199	2150	1
2264	2473	2448	1
2104	2435	2095	1
1854	1947	1566	1
2290	2710	2390	1
2022	2181	2224	1
2119	2285	2342	1
2214	2506	2153	1
2110	2214	2369	1
366	332	499	1
2247	2442	2338	1
2244	2479	2597	1
2451	2518	2569	1
1763	2127	2192	1
1615	1993	1761	1
1787	1893	1937	1
1697	2047	1956	1
1800	1940	2250	1
1624	1795	1832	1
1642	2041	1928	1
1780	2155	2054	1
1696	2113	1994	1
1766	2250	1959	1
1916	1941	2305	1
1712	1968	1948	1
1916	1909	2192	1
1666	2011	1933	1
6967	2196	2030	1
1712	1735	1918	1
1992	2098	2107	1
1626	1696	1751	1
1689	2052	2077	1
2669	2739	2458	1
1492	933	1700	1
1864	2356	2031	1
1788	2273	1988	1
2568	2958	2651	1
1215	1754	1506	1
2013	2223	2332	1
7456	2600	2785	1
1225	1514	1320	1
2124	2613	2167	1
951	784	1085	1
6400	1666	1311	1
891	1278	1152	1
1379	1800	1435	1
1491	1588	1436	1
619	1019	886	1
1264	1400	1400	1
2447	2575	2697	1
1702	1983	1661	1
1677	2129	1862	1
2209	2748	2297	1
1796	2003	1788	1
1800	2128	1827	1
2219	2390	2215	1
4332	2139	1930	1
1984	1868	2086	1
2016	2300	2078	1
2059	2436	1929	1
2280	2672	1819	1
1218	1122	1654	1
1317	1819	1356	1
2086	1967	2133	1
1750	2535	1825	1
1726	1731	1552	1
595	626	457	1
600	1075	665	1
2096	2414	2284	1
4884	2174	2398	1
2389	2795	2525	1
1571	1894	1578	1
1628	1504	1238	1
5306	2178	2121	1
1712	1964	2166	1
1358	1456	2338	1
1388	1859	2660	1
1425	1725	2315	1
1607	1261	550	1
1521	1965	2814	1
1676	1974	2187	1
1963	2489	2479	1
1727	2059	2202	1
1965	2467	2433	1
1900	2414	2348	1
2040	2562	2296	1
2089	2384	2384	1
1828	2236	2343	1
1922	2194	2398	1
1939	2275	2182	1
2006	2419	2535	1
1698	2137	2209	1
2088	2455	2242	1
6752	2887	2939	1
1770	2219	2286	1
1725	2244	1933	1
1964	2356	2428	1
1982	2348	2245	1
2100	2450	2531	1
1777	2370	2068	1
1944	1805	2096	1
2176	2302	2316	1
2131	2143	2272	1
1798	2056	1960	1
1894	1896	2140	1
1973	2287	1988	1
1752	1941	2084	1
1815	2018	2019	1
1936	2335	1863	1
1824	2023	2077	1
2047	2233	2083	1
1933	2152	2246	1
1735	1972	1703	1
1793	2062	2244	1
2076	2037	2115	1
1825	1927	2089	1
1516	1850	1475	1
1732	2054	2088	1
1731	2012	2114	1
1834	1877	2019	1
1954	2427	2195	1
2150	2650	2493	1
2105	2375	2560	1
1812	2307	2120	1
1676	2023	2397	1
1922	2323	2123	1
2033	2303	2513	1
2085	2544	2772	1
1963	2257	2455	1
1816	2338	2141	1
2175	2518	2494	1
2158	2596	2606	1
2009	2327	2557	1
2074	2424	2448	1
2115	2364	2456	1
1944	2370	2446	1
1840	2127	2195	1
1979	2384	2487	1
2137	2572	2526	1
2087	2349	2580	1
1639	2094	1900	1
2034	2550	2604	1
1929	2179	2232	1
4301	1086	1035	1
2154	2515	1862	1
2594	446	261	1
4095	859	1688	1
2664	2571	2793	1
2180	2797	2460	1
1685	2009	2212	1
2064	2377	1977	1
2147	2351	2341	1
2021	2342	2165	1
1873	2387	2078	1
1898	2269	2242	1
2129	2480	2240	1
2175	2307	2539	1
2084	2563	2242	1
1904	2240	2238	1
2181	2553	2497	1
1849	2416	2222	1
2130	2372	2397	1
1687	2067	2039	1
1904	2378	2232	1
1952	2322	2374	1
2028	2458	2352	1
1986	2413	2358	1
1165	1460	1262	1
2067	2436	2434	1
1863	2308	2262	1
2097	2448	2466	1
2128	2677	1983	1
1876	2315	2499	1
1977	2366	2609	1
1597	1910	2017	1
2021	2419	2189	1
2022	2342	1929	1
2047	2358	2166	1
1702	2467	2186	1
2027	1987	2282	1
1963	2431	2121	1
1882	2171	2223	1
1798	2176	2395	1
1866	2015	2189	1
1931	2067	2201	1
1888	2380	2358	1
1715	1934	1892	1
2210	2434	2561	1
1757	1927	2080	1
2256	2512	2546	1
2171	2641	2524	1
2077	2337	2334	1
2044	2384	2228	1
1667	2042	2086	1
2210	1983	2168	1
873	1100	911	1
1759	1939	2122	1
2277	2248	2405	1
2028	2209	2124	1
1994	2175	2126	1
2279	2356	2555	1
1843	1878	1938	1
2302	2208	2426	1
2280	2251	2387	1
1746	2188	1772	1
2297	2331	2440	1
1330	1138	1499	1
5297	2239	2586	1
703	1331	1424	1
1846	2049	2049	1
2088	2174	2297	1
2103	2424	2205	1
1795	1847	1882	1
1683	1146	2395	1
2563	2620	2706	1
2082	2414	2310	1
1944	2089	2284	1
2197	2367	2362	1
1997	2115	2271	1
1893	2137	2139	1
2000	2145	2335	1
2077	2334	2390	1
2173	2259	2380	1
2229	2254	2498	1
2227	2315	2556	1
2440	2561	2640	1
2267	2405	2522	1
1900	1911	2152	1
1792	2102	2077	1
2057	2097	2281	1
2198	2488	2511	1
2190	2250	2517	1
2269	2339	2546	1
2118	2557	2527	1
2348	2559	2619	1
2232	2425	2538	1
1304	1077	1584	1
1668	1776	1907	1
2014	2397	2081	1
1838	1952	1977	1
1933	2293	2189	1
2300	2451	2637	1
2102	1981	2225	1
1987	2137	2273	1
1947	2052	2111	1
2303	2387	2374	1
2371	2382	2392	1
1953	2243	2118	1
2096	1981	2174	1
1903	2047	2084	1
1924	2173	2049	1
1753	2220	2128	1
1905	2094	2101	1
2045	2300	2229	1
2009	2051	1963	1
7638	2471	2393	1
2640	2704	2821	1
2156	2154	2233	1
1890	2267	2202	1
7225	2382	2264	1
1896	2481	2071	1
1787	2328	1925	1
1659	2059	1791	1
1947	2462	2139	1
1820	2320	1866	1
1821	2264	1883	1
1800	2297	2028	1
1766	2308	1916	1
1699	2277	2342	1
1827	2266	1944	1
1758	2295	2355	1
1685	2155	1848	1
1788	2396	1996	1
1510	1769	1783	1
1781	2346	1926	1
1607	2045	1871	1
2160	2598	2646	1
1795	2247	2141	1
1961	2437	1943	1
1729	2276	2483	1
1910	2228	2008	1
2360	2418	2468	1
2374	2639	2286	1
1341	1737	1376	1
1834	2185	1780	1
2284	2440	2476	1
2051	2365	2235	1
2092	2483	2330	1
1828	2140	1731	1
1943	2133	2065	1
1980	2054	1960	1
2104	2529	2233	1
1731	1942	1731	1
1964	2203	1923	1
2075	2034	2280	1
2021	1861	2267	1
2349	2728	2382	1
2072	2503	2092	1
2154	2535	2281	1
2276	2461	2605	1
1985	2278	1715	1
2056	2266	2177	1
1792	2148	1962	1
1649	1721	2066	1
730	1539	1905	1
1814	2282	1987	1
1937	2466	2370	1
2060	2620	2241	1
1720	2035	2087	1
1802	1977	2065	1
1755	2041	2251	1
1615	1732	1646	1
1741	1950	2019	1
1666	1980	1913	1
1770	2131	2098	1
1677	1989	1864	1
1769	1928	2097	1
1847	2033	2085	1
2168	2116	2107	1
50	49	340	1
2226	2272	2568	1
1356	2064	1655	1
6220	1812	2224	1
2294	2574	2167	1
331	478	151	1
2337	2689	2139	1
1814	1696	1820	1
2084	2319	1687	1
1913	2332	1713	1
2049	2237	2162	1
2173	2531	1933	1
1854	1790	1798	1
1549	1977	1262	1
2032	2591	1780	1
1780	2098	1312	1
2037	2157	1869	1
1690	2159	1432	1
2012	2401	1862	1
2276	2525	1908	1
2120	2212	1954	1
1826	2140	1459	1
1898	2114	1477	1
2047	2223	1361	1
2077	2309	1539	1
2313	2762	2085	1
1985	2445	1698	1
2006	2375	1618	1
1648	1949	1899	1
1384	1786	1557	1
1658	1868	1965	1
1445	2549	2118	1
1641	1858	1920	1
1390	1498	1418	1
1669	1870	1860	1
1659	2057	1975	1
1720	2062	1863	1
1739	2172	2332	1
5757	2226	1626	1
2026	2722	2534	1
1511	2738	2108	1
2266	2375	2449	1
976	1616	1118	1
1870	2270	2097	1
1778	2319	2107	1
1798	2393	2021	1
1938	2295	2230	1
1802	2273	2176	1
1542	587	859	1
1817	2252	1921	1
1681	2105	2038	1
1819	2254	1869	1
1739	2155	2065	1
1730	1903	1798	1
1628	2003	1767	1
1710	1964	2071	1
2179	2198	2395	1
1823	2159	2095	1
1807	2095	1997	1
1648	2281	2047	1
1944	2463	2571	1
1713	2165	1888	1
1805	2276	2211	1
1888	2246	2034	1
1742	2022	2173	1
1966	2333	2093	1
2091	2367	1678	1
2104	2203	2012	1
2296	2704	1985	1
2118	2446	2076	1
2243	2141	1988	1
2100	2260	1767	1
2225	2503	1880	1
2155	2558	1928	1
2069	2489	1926	1
1991	2378	1684	1
2286	2665	1800	1
2013	2495	1863	1
1831	1833	1733	1
2287	2511	1867	1
2126	2488	2019	1
2323	2556	2040	1
1895	2269	1570	1
2396	2834	2346	1
2131	2628	1936	1
1803	2221	1781	1
1745	2179	1774	1
1307	768	898	1
2477	2595	2791	1
1596	2405	1563	1
1822	2258	1690	1
1934	2262	1683	1
2110	2323	2161	1
1613	2115	1631	1
1842	1697	1896	1
1953	2235	2007	1
1945	2105	1691	1
2102	2562	2108	1
1997	2396	1914	1
1866	2213	1913	1
1733	2215	1764	1
1982	2199	2019	1
1739	2186	1956	1
1970	2459	1980	1
1519	1905	1771	1
1777	2308	1881	1
1794	2060	1871	1
1930	2008	2305	1
1721	2227	1920	1
2099	2468	2030	1
2113	2247	2385	1
2183	2405	2296	1
2305	2561	2500	1
2595	2681	2721	1
2167	2380	2470	1
2221	2366	2539	1
2130	2387	2218	1
1978	2205	2105	1
1491	2378	2147	1
2315	2479	2303	1
2232	2686	2651	1
2284	2428	2519	1
2275	2525	2557	1
2121	2364	2249	1
2256	2219	2187	1
2282	2489	2499	1
2117	2430	2126	1
1887	2390	1880	1
2327	2677	2377	1
2010	2182	2278	1
2153	2324	2423	1
2159	2474	2206	1
2133	2258	2409	1
2284	2487	2370	1
2270	2446	2569	1
2380	2422	2400	1
1779	2117	2139	1
1624	2008	1775	1
1785	1927	1951	1
1700	2007	1919	1
1846	2109	2170	1
1646	1652	1925	1
1652	2021	1946	1
1765	2135	2039	1
1735	1992	2050	1
1731	2223	1938	1
1962	1968	2216	1
1719	1989	1945	1
1927	1941	2205	1
1695	1869	1979	1
7011	2236	2037	1
1717	1704	1903	1
1974	2071	2126	1
1640	1778	1671	1
1711	2053	2037	1
2351	2713	2775	1
1523	1093	1742	1
1927	2469	2215	1
1807	2243	2009	1
2645	2988	2455	1
1179	1791	1491	1
2121	2315	2148	1
7543	2564	2779	1
1353	1591	1369	1
2176	2623	2216	1
1862	2154	1806	1
6369	1684	1397	1
898	1319	1167	1
1376	1777	1421	1
1499	1580	1402	1
687	984	883	1
1202	1435	1417	1
2333	2521	2690	1
1722	1966	1644	1
1765	2169	1925	1
2220	2729	2332	1
1840	1993	1853	1
1779	1909	1760	1
2241	2416	2225	1
4410	2184	1971	1
1920	1843	2062	1
1969	2326	2007	1
2071	2426	1955	1
2264	2662	1806	1
944	1149	1489	1
1424	1806	1339	1
1802	2054	1726	1
1580	2566	1785	1
1638	1609	1563	1
3137	1055	969	1
5617	1203	1008	1
2434	2246	2244	1
4868	2185	2507	1
2394	2792	2580	1
4645	1022	2013	1
4061	2270	2209	1
5302	2196	2062	1
1621	1981	2236	1
1490	1734	2657	1
1385	1801	2688	1
